FILE_NAME	LENGTH_BIN	Count	Length
W621.hifi_reads_test_Nremove.fastq	24150-24250	1	18400
W641.hifi_reads_test_Nremove.fastq	24150-24250	1	18500
W621.hifi_reads_test_Nremove.fastq	24250-24350	0	18600
W641.hifi_reads_test_Nremove.fastq	24250-24350	0	18700
W621.hifi_reads_test_Nremove.fastq	24350-24450	0	18800
W641.hifi_reads_test_Nremove.fastq	24350-24450	1	18900
W621.hifi_reads_test_Nremove.fastq	24450-24550	1	19000
W641.hifi_reads_test_Nremove.fastq	24450-24550	0	19100
W621.hifi_reads_test_Nremove.fastq	24550-24650	1	19200
W641.hifi_reads_test_Nremove.fastq	24550-24650	1	19300
W621.hifi_reads_test_Nremove.fastq	24650-24750	1	19400
W641.hifi_reads_test_Nremove.fastq	24650-24750	2	19500
W621.hifi_reads_test_Nremove.fastq	24750-24850	1	19600
W641.hifi_reads_test_Nremove.fastq	24750-24850	0	19700
W621.hifi_reads_test_Nremove.fastq	24850-24950	1	19800
W641.hifi_reads_test_Nremove.fastq	24850-24950	0	19900
W621.hifi_reads_test_Nremove.fastq	24950-25050	0	20000
W641.hifi_reads_test_Nremove.fastq	24950-25050	0	20100
W621.hifi_reads_test_Nremove.fastq	25050-25150	1	20200
W641.hifi_reads_test_Nremove.fastq	25050-25150	1	20300
W621.hifi_reads_test_Nremove.fastq	25150-25250	0	20400
W641.hifi_reads_test_Nremove.fastq	25150-25250	0	20500
W621.hifi_reads_test_Nremove.fastq	25250-25350	0	20600
W641.hifi_reads_test_Nremove.fastq	25250-25350	1	20700
W621.hifi_reads_test_Nremove.fastq	25350-25450	1	20800
W641.hifi_reads_test_Nremove.fastq	25350-25450	0	20900
W621.hifi_reads_test_Nremove.fastq	25450-25550	0	21000
W641.hifi_reads_test_Nremove.fastq	25450-25550	1	21100
W621.hifi_reads_test_Nremove.fastq	25550-25650	0	21200
W641.hifi_reads_test_Nremove.fastq	25550-25650	0	21300
W621.hifi_reads_test_Nremove.fastq	25650-25750	0	21400
W641.hifi_reads_test_Nremove.fastq	25650-25750	0	21500
W621.hifi_reads_test_Nremove.fastq	25750-25850	0	21600
W641.hifi_reads_test_Nremove.fastq	25750-25850	0	21700
W621.hifi_reads_test_Nremove.fastq	25850-25950	0	21800
W641.hifi_reads_test_Nremove.fastq	25850-25950	0	21900
W621.hifi_reads_test_Nremove.fastq	25950-26050	1	22000
W641.hifi_reads_test_Nremove.fastq	25950-26050	1	22100
W621.hifi_reads_test_Nremove.fastq	26050-26150	2	22200
W641.hifi_reads_test_Nremove.fastq	26050-26150	0	22300
W621.hifi_reads_test_Nremove.fastq	26150-26250	0	22400
W641.hifi_reads_test_Nremove.fastq	26150-26250	0	22500
W621.hifi_reads_test_Nremove.fastq	26250-26350	0	22600
W641.hifi_reads_test_Nremove.fastq	26250-26350	0	22700
W621.hifi_reads_test_Nremove.fastq	26350-26450	0	22800
W641.hifi_reads_test_Nremove.fastq	26350-26450	0	22900
W621.hifi_reads_test_Nremove.fastq	26450-26550	0	23000
W641.hifi_reads_test_Nremove.fastq	26450-26550	1	23100
W621.hifi_reads_test_Nremove.fastq	26550-26650	0	23200
W641.hifi_reads_test_Nremove.fastq	26550-26650	1	23300
W621.hifi_reads_test_Nremove.fastq	26650-26750	1	23400
W641.hifi_reads_test_Nremove.fastq	26650-26750	0	23500
W621.hifi_reads_test_Nremove.fastq	26750-26850	0	23600
W641.hifi_reads_test_Nremove.fastq	26750-26850	0	23700
W621.hifi_reads_test_Nremove.fastq	26850-26950	0	23800
W641.hifi_reads_test_Nremove.fastq	26850-26950	0	23900
W621.hifi_reads_test_Nremove.fastq	26950-27050	0	24000
W641.hifi_reads_test_Nremove.fastq	26950-27050	0	24100
W621.hifi_reads_test_Nremove.fastq	27050-27150	1	24200
W641.hifi_reads_test_Nremove.fastq	27050-27150	0	24300
W621.hifi_reads_test_Nremove.fastq	27150-27250	0	24400
W641.hifi_reads_test_Nremove.fastq	27150-27250	0	24500
W621.hifi_reads_test_Nremove.fastq	27250-27350	0	24600
W641.hifi_reads_test_Nremove.fastq	27250-27350	0	24700
W621.hifi_reads_test_Nremove.fastq	27350-27450	0	24800
W641.hifi_reads_test_Nremove.fastq	27350-27450	0	24900
W621.hifi_reads_test_Nremove.fastq	27450-27550	0	25000
W641.hifi_reads_test_Nremove.fastq	27450-27550	1	25100
W621.hifi_reads_test_Nremove.fastq	27550-27650	1	25200
W641.hifi_reads_test_Nremove.fastq	27550-27650	0	25300
W621.hifi_reads_test_Nremove.fastq	27650-27750	0	25400
W641.hifi_reads_test_Nremove.fastq	27650-27750	0	25500
W621.hifi_reads_test_Nremove.fastq	27750-27850	0	25600
W641.hifi_reads_test_Nremove.fastq	27750-27850	0	25700
W621.hifi_reads_test_Nremove.fastq	27850-27950	0	25800
W641.hifi_reads_test_Nremove.fastq	27850-27950	1	25900
W621.hifi_reads_test_Nremove.fastq	27950-28050	0	26000
W641.hifi_reads_test_Nremove.fastq	27950-28050	0	26100
W621.hifi_reads_test_Nremove.fastq	28050-28150	0	26200
W641.hifi_reads_test_Nremove.fastq	28050-28150	0	26300
W621.hifi_reads_test_Nremove.fastq	28150-28250	1	26400
W641.hifi_reads_test_Nremove.fastq	28150-28250	0	26500
W621.hifi_reads_test_Nremove.fastq	28250-28350	0	26600
W641.hifi_reads_test_Nremove.fastq	28250-28350	0	26700
W621.hifi_reads_test_Nremove.fastq	28350-28450	0	26800
W641.hifi_reads_test_Nremove.fastq	28350-28450	0	26900
W621.hifi_reads_test_Nremove.fastq	28450-28550	0	27000
W641.hifi_reads_test_Nremove.fastq	28450-28550	0	27100
W621.hifi_reads_test_Nremove.fastq	28550-28650	0	27200
W641.hifi_reads_test_Nremove.fastq	28550-28650	0	27300
W621.hifi_reads_test_Nremove.fastq	28650-28750	0	27400
W641.hifi_reads_test_Nremove.fastq	28650-28750	0	27500
W621.hifi_reads_test_Nremove.fastq	28750-28850	0	27600
W641.hifi_reads_test_Nremove.fastq	28750-28850	0	27700
W621.hifi_reads_test_Nremove.fastq	28850-28950	1	27800
W641.hifi_reads_test_Nremove.fastq	28850-28950	0	27900
W621.hifi_reads_test_Nremove.fastq	28950-29050	0	28000
W641.hifi_reads_test_Nremove.fastq	28950-29050	0	28100
W621.hifi_reads_test_Nremove.fastq	29050-29150	0	28200
W641.hifi_reads_test_Nremove.fastq	29050-29150	0	28300
W621.hifi_reads_test_Nremove.fastq	29150-29250	0	28400
W641.hifi_reads_test_Nremove.fastq	29150-29250	0	28500
W621.hifi_reads_test_Nremove.fastq	29250-29350	0	28600
W641.hifi_reads_test_Nremove.fastq	29250-29350	0	28700
W621.hifi_reads_test_Nremove.fastq	29350-29450	0	28800
W641.hifi_reads_test_Nremove.fastq	29350-29450	1	28900
W621.hifi_reads_test_Nremove.fastq	29450-29550	0	29000
W641.hifi_reads_test_Nremove.fastq	29450-29550	0	29100
W621.hifi_reads_test_Nremove.fastq	29550-29650	0	29200
W641.hifi_reads_test_Nremove.fastq	29550-29650	0	29300
W621.hifi_reads_test_Nremove.fastq	29650-29750	0	29400
W641.hifi_reads_test_Nremove.fastq	29650-29750	0	29500
W621.hifi_reads_test_Nremove.fastq	29750-29850	0	29600
W641.hifi_reads_test_Nremove.fastq	29750-29850	1	29700
W621.hifi_reads_test_Nremove.fastq	29850-29950	0	29800
W641.hifi_reads_test_Nremove.fastq	29850-29950	0	29900
