FILE_NAME	LENGTH_BIN	Count	Length
EMPTY_CUTOFF_FILE	24450-24550	0	24500
EMPTY_CUTOFF_FILE	24550-24650	0	24600
EMPTY_CUTOFF_FILE	24650-24750	0	24700
EMPTY_CUTOFF_FILE	24750-24850	0	24800
EMPTY_CUTOFF_FILE	24850-24950	0	24900
EMPTY_CUTOFF_FILE	24950-25050	0	25000
EMPTY_CUTOFF_FILE	25050-25150	0	25100
EMPTY_CUTOFF_FILE	25150-25250	0	25200
EMPTY_CUTOFF_FILE	25250-25350	0	25300
EMPTY_CUTOFF_FILE	25350-25450	0	25400
EMPTY_CUTOFF_FILE	25450-25550	0	25500
EMPTY_CUTOFF_FILE	25550-25650	0	25600
EMPTY_CUTOFF_FILE	25650-25750	0	25700
EMPTY_CUTOFF_FILE	25750-25850	0	25800
EMPTY_CUTOFF_FILE	25850-25950	0	25900
EMPTY_CUTOFF_FILE	25950-26050	0	26000
EMPTY_CUTOFF_FILE	26050-26150	0	26100
EMPTY_CUTOFF_FILE	26150-26250	0	26200
EMPTY_CUTOFF_FILE	26250-26350	0	26300
EMPTY_CUTOFF_FILE	26350-26450	0	26400
EMPTY_CUTOFF_FILE	26450-26550	0	26500
EMPTY_CUTOFF_FILE	26550-26650	0	26600
EMPTY_CUTOFF_FILE	26650-26750	0	26700
EMPTY_CUTOFF_FILE	26750-26850	0	26800
EMPTY_CUTOFF_FILE	26850-26950	0	26900
EMPTY_CUTOFF_FILE	26950-27050	0	27000
EMPTY_CUTOFF_FILE	27050-27150	0	27100
EMPTY_CUTOFF_FILE	27150-27250	0	27200
EMPTY_CUTOFF_FILE	27250-27350	0	27300
EMPTY_CUTOFF_FILE	27350-27450	0	27400
EMPTY_CUTOFF_FILE	27450-27550	0	27500
EMPTY_CUTOFF_FILE	27550-27650	0	27600
EMPTY_CUTOFF_FILE	27650-27750	0	27700
EMPTY_CUTOFF_FILE	27750-27850	0	27800
EMPTY_CUTOFF_FILE	27850-27950	0	27900
EMPTY_CUTOFF_FILE	27950-28050	0	28000
EMPTY_CUTOFF_FILE	28050-28150	0	28100
EMPTY_CUTOFF_FILE	28150-28250	0	28200
EMPTY_CUTOFF_FILE	28250-28350	0	28300
EMPTY_CUTOFF_FILE	28350-28450	0	28400
EMPTY_CUTOFF_FILE	28450-28550	0	28500
EMPTY_CUTOFF_FILE	28550-28650	0	28600
EMPTY_CUTOFF_FILE	28650-28750	0	28700
EMPTY_CUTOFF_FILE	28750-28850	0	28800
EMPTY_CUTOFF_FILE	28850-28950	0	28900
EMPTY_CUTOFF_FILE	28950-29050	0	29000
EMPTY_CUTOFF_FILE	29050-29150	0	29100
EMPTY_CUTOFF_FILE	29150-29250	0	29200
EMPTY_CUTOFF_FILE	29250-29350	0	29300
EMPTY_CUTOFF_FILE	29350-29450	0	29400
EMPTY_CUTOFF_FILE	29450-29550	0	29500
EMPTY_CUTOFF_FILE	29550-29650	0	29600
EMPTY_CUTOFF_FILE	29650-29750	0	29700
EMPTY_CUTOFF_FILE	29750-29850	0	29800
EMPTY_CUTOFF_FILE	29850-29950	0	29900
